ID,CWE-ID,Name,Observed Examples
166,CWE-166,Improper Handling of Missing Special Element,::REFERENCE:CVE-2002-1362:DESCRIPTION:Crash via message type without separator character:LINK:https://www.cve.org/CVERecord?id=CVE-2002-1362::REFERENCE:CVE-2002-0729:DESCRIPTION:Missing special character (separator) causes crash:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0729::REFERENCE:CVE-2002-1532:DESCRIPTION:HTTP GET without rnrn CRLF sequences causes product to wait indefinitely and prevents other users from accessing it:LINK:https://www.cve.org/CVERecord?id=CVE-2002-1532::
167,CWE-167,Improper Handling of Additional Special Element,::REFERENCE:CVE-2000-0116:DESCRIPTION:Extra < in front of SCRIPT tag bypasses XSS prevention.:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0116::REFERENCE:CVE-2001-1157:DESCRIPTION:Extra < in front of SCRIPT tag.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-1157::REFERENCE:CVE-2002-2086:DESCRIPTION:<script - probably a cleansing error:LINK:https://www.cve.org/CVERecord?id=CVE-2002-2086::
170,CWE-170,Improper Null Termination,"::REFERENCE:CVE-2000-0312:DESCRIPTION:Attacker does not null-terminate argv[] when invoking another program.:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0312::REFERENCE:CVE-2003-0777:DESCRIPTION:Interrupted step causes resultant lack of null termination.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0777::REFERENCE:CVE-2004-1072:DESCRIPTION:Fault causes resultant lack of null termination, leading to buffer expansion.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-1072::REFERENCE:CVE-2001-1389:DESCRIPTION:Multiple vulnerabilities related to improper null termination.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-1389::REFERENCE:CVE-2003-0143:DESCRIPTION:Product does not null terminate a message buffer after snprintf-like call, leading to overflow.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0143::REFERENCE:CVE-2009-2523:DESCRIPTION:Chain: product does not handle when an input string is not NULL terminated (CWE-170), leading to buffer over-read (CWE-125) or heap-based buffer overflow (CWE-122).:LINK:https://www.cve.org/CVERecord?id=CVE-2009-2523::"
172,CWE-172,Encoding Error,"::REFERENCE:CVE-2004-1315:DESCRIPTION:Forum software improperly URL decodes the highlight parameter when extracting text to highlight, which allows remote attackers to execute arbitrary PHP code by double-encoding the highlight value so that special characters are inserted into the result.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-1315::REFERENCE:CVE-2004-1939:DESCRIPTION:XSS protection mechanism attempts to remove / that could be used to close tags, but it can be bypassed using double encoded slashes (%252F):LINK:https://www.cve.org/CVERecord?id=CVE-2004-1939::REFERENCE:CVE-2001-0709:DESCRIPTION:Server allows a remote attacker to obtain source code of ASP files via a URL encoded with Unicode.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-0709::REFERENCE:CVE-2005-2256:DESCRIPTION:Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e:LINK:https://www.cve.org/CVERecord?id=CVE-2005-2256::"
174,CWE-174,Double Decoding of the Same Data,"::REFERENCE:CVE-2004-1315:DESCRIPTION:Forum software improperly URL decodes the highlight parameter when extracting text to highlight, which allows remote attackers to execute arbitrary PHP code by double-encoding the highlight value so that special characters are inserted into the result.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-1315::REFERENCE:CVE-2004-1939:DESCRIPTION:XSS protection mechanism attempts to remove / that could be used to close tags, but it can be bypassed using double encoded slashes (%252F):LINK:https://www.cve.org/CVERecord?id=CVE-2004-1939::REFERENCE:CVE-2001-0333:DESCRIPTION:Directory traversal using double encoding.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-0333::REFERENCE:CVE-2004-1938:DESCRIPTION:%2527 (double-encoded single quote) used in SQL injection.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-1938::REFERENCE:CVE-2005-1945:DESCRIPTION:Double hex-encoded data.:LINK:https://www.cve.org/CVERecord?id=CVE-2005-1945::REFERENCE:CVE-2005-0054:DESCRIPTION:Browser executes HTML at higher privileges via URL with hostnames that are double hex encoded, which are decoded twice to generate a malicious hostname.:LINK:https://www.cve.org/CVERecord?id=CVE-2005-0054::"
176,CWE-176,Improper Handling of Unicode Encoding,"::REFERENCE:CVE-2000-0884:DESCRIPTION:Server allows remote attackers to read documents outside of the web root, and possibly execute arbitrary commands, via malformed URLs that contain Unicode encoded characters.:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0884::REFERENCE:CVE-2001-0709:DESCRIPTION:Server allows a remote attacker to obtain source code of ASP files via a URL encoded with Unicode.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-0709::REFERENCE:CVE-2001-0669:DESCRIPTION:Overlaps interaction error.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-0669::"
177,CWE-177,Improper Handling of URL Encoding (Hex Encoding),"::REFERENCE:CVE-2000-0900:DESCRIPTION:Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0900::REFERENCE:CVE-2005-2256:DESCRIPTION:Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e:LINK:https://www.cve.org/CVERecord?id=CVE-2005-2256::REFERENCE:CVE-2004-2121:DESCRIPTION:Hex-encoded path traversal variants - %2e%2e, %2e%2e%2f, %5c%2e%2e:LINK:https://www.cve.org/CVERecord?id=CVE-2004-2121::REFERENCE:CVE-2004-0280:DESCRIPTION:%20 (encoded space):LINK:https://www.cve.org/CVERecord?id=CVE-2004-0280::REFERENCE:CVE-2003-0424:DESCRIPTION:%20 (encoded space):LINK:https://www.cve.org/CVERecord?id=CVE-2003-0424::REFERENCE:CVE-2001-0693:DESCRIPTION:%20 (encoded space):LINK:https://www.cve.org/CVERecord?id=CVE-2001-0693::REFERENCE:CVE-2001-0778:DESCRIPTION:%20 (encoded space):LINK:https://www.cve.org/CVERecord?id=CVE-2001-0778::REFERENCE:CVE-2002-1831:DESCRIPTION:Crash via hex-encoded space %20.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-1831::REFERENCE:CVE-2000-0671:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2000-0671::REFERENCE:CVE-2004-0189:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2004-0189::REFERENCE:CVE-2002-1291:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2002-1291::REFERENCE:CVE-2002-1031:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2002-1031::REFERENCE:CVE-2001-1140:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2001-1140::REFERENCE:CVE-2004-0760:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2004-0760::REFERENCE:CVE-2002-1025:DESCRIPTION:%00 (encoded null):LINK:https://www.cve.org/CVERecord?id=CVE-2002-1025::REFERENCE:CVE-2002-1213:DESCRIPTION:%2f (encoded slash):LINK:https://www.cve.org/CVERecord?id=CVE-2002-1213::REFERENCE:CVE-2004-0072:DESCRIPTION:%5c (encoded backslash) and %2e (encoded dot) sequences:LINK:https://www.cve.org/CVERecord?id=CVE-2004-0072::REFERENCE:CVE-2004-0847:DESCRIPTION:%5c (encoded backslash):LINK:https://www.cve.org/CVERecord?id=CVE-2004-0847::REFERENCE:CVE-2002-1575:DESCRIPTION:%0a (overlaps CRLF):LINK:https://www.cve.org/CVERecord?id=CVE-2002-1575::"
178,CWE-178,Improper Handling of Case Sensitivity,"::REFERENCE:CVE-2000-0499:DESCRIPTION:Application server allows attackers to bypass execution of a jsp page and read the source code using an upper case JSP extension in the request.:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0499::REFERENCE:CVE-2000-0497:DESCRIPTION:The server is case sensitive, so filetype handlers treat .jsp and .JSP as different extensions. JSP source code may be read because .JSP defaults to the filetype text.:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0497::REFERENCE:CVE-2000-0498:DESCRIPTION:The server is case sensitive, so filetype handlers treat .jsp and .JSP as different extensions. JSP source code may be read because .JSP defaults to the filetype text.:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0498::REFERENCE:CVE-2001-0766:DESCRIPTION:A URL that contains some characters whose case is not matched by the server's filters may bypass access restrictions because the case-insensitive file system will then handle the request after it bypasses the case sensitive filter.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-0766::REFERENCE:CVE-2001-0795:DESCRIPTION:Server allows remote attackers to obtain source code of CGI scripts via URLs that contain MS-DOS conventions such as (1) upper case letters or (2) 8.3 file names.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-0795::REFERENCE:CVE-2001-1238:DESCRIPTION:Task Manager does not allow local users to end processes with uppercase letters named (1) winlogon.exe, (2) csrss.exe, (3) smss.exe and (4) services.exe via the Process tab which could allow local users to install Trojan horses that cannot be stopped.:LINK:https://www.cve.org/CVERecord?id=CVE-2001-1238::REFERENCE:CVE-2003-0411:DESCRIPTION:chain: Code was ported from a case-sensitive Unix platform to a case-insensitive Windows platform where filetype handlers treat .jsp and .JSP as different extensions. JSP source code may be read because .JSP defaults to the filetype text.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0411::REFERENCE:CVE-2002-0485:DESCRIPTION:Leads to interpretation error:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0485::REFERENCE:CVE-1999-0239:DESCRIPTION:Directories may be listed because lower case web requests are not properly handled by the server.:LINK:https://www.cve.org/CVERecord?id=CVE-1999-0239::REFERENCE:CVE-2005-0269:DESCRIPTION:File extension check in forum software only verifies extensions that contain all lowercase letters, which allows remote attackers to upload arbitrary files via file extensions that include uppercase letters.:LINK:https://www.cve.org/CVERecord?id=CVE-2005-0269::REFERENCE:CVE-2004-1083:DESCRIPTION:Web server restricts access to files in a case sensitive manner, but the filesystem accesses files in a case insensitive manner, which allows remote attackers to read privileged files using alternate capitalization.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-1083::REFERENCE:CVE-2002-2119:DESCRIPTION:Case insensitive passwords lead to search space reduction.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-2119::REFERENCE:CVE-2004-2214:DESCRIPTION:HTTP server allows bypass of access restrictions using URIs with mixed case.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-2214::REFERENCE:CVE-2004-2154:DESCRIPTION:Mixed upper/lowercase allows bypass of ACLs.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-2154::REFERENCE:CVE-2005-4509:DESCRIPTION:Bypass malicious script detection by using tokens that aren't case sensitive.:LINK:https://www.cve.org/CVERecord?id=CVE-2005-4509::REFERENCE:CVE-2002-1820:DESCRIPTION:Mixed case problem allows admin to have Admin rights (alternate name property).:LINK:https://www.cve.org/CVERecord?id=CVE-2002-1820::REFERENCE:CVE-2007-3365:DESCRIPTION:Chain: uppercase file extensions causes web server to return script source code instead of executing the script.:LINK:https://www.cve.org/CVERecord?id=CVE-2007-3365::REFERENCE:CVE-2021-39155:DESCRIPTION:Chain: A microservice integration and management platform compares the hostname in the HTTP Host header in a case-sensitive way (CWE-178, CWE-1289), allowing bypass of the authorization policy (CWE-863) using a hostname with mixed case or other variations.:LINK:https://www.cve.org/CVERecord?id=CVE-2021-39155::"
179,CWE-179,Incorrect Behavior Order: Early Validation,"::REFERENCE:CVE-2002-0433:DESCRIPTION:Product allows remote attackers to view restricted files via an HTTP request containing a * (wildcard or asterisk) character.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0433::REFERENCE:CVE-2003-0332:DESCRIPTION:Product modifies the first two letters of a filename extension after performing a security check, which allows remote attackers to bypass authentication via a filename with a .ats extension instead of a .hts extension.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0332::REFERENCE:CVE-2002-0802:DESCRIPTION:Database consumes an extra character when processing a character that cannot be converted, which could remove an escape character from the query and make the application subject to SQL injection attacks.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0802::REFERENCE:CVE-2000-0191:DESCRIPTION:Overlaps fakechild/../realchild:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0191::REFERENCE:CVE-2004-2363:DESCRIPTION:Product checks URI for < and other literal characters, but does it before hex decoding the URI, so %3E and other sequences are allowed.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-2363::REFERENCE:CVE-2002-0934:DESCRIPTION:Directory traversal vulnerability allows remote attackers to read or modify arbitrary files via invalid characters between two . (dot) characters, which are filtered and result in a .. sequence.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0934::REFERENCE:CVE-2003-0282:DESCRIPTION:Directory traversal vulnerability allows attackers to overwrite arbitrary files via invalid characters between two . (dot) characters, which are filtered and result in a .. sequence.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0282::"
180,CWE-180,Incorrect Behavior Order: Validate Before Canonicalize,"::REFERENCE:CVE-2002-0433:DESCRIPTION:Product allows remote attackers to view restricted files via an HTTP request containing a * (wildcard or asterisk) character.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0433::REFERENCE:CVE-2003-0332:DESCRIPTION:Product modifies the first two letters of a filename extension after performing a security check, which allows remote attackers to bypass authentication via a filename with a .ats extension instead of a .hts extension.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0332::REFERENCE:CVE-2002-0802:DESCRIPTION:Database consumes an extra character when processing a character that cannot be converted, which could remove an escape character from the query and make the application subject to SQL injection attacks.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0802::REFERENCE:CVE-2000-0191:DESCRIPTION:Overlaps fakechild/../realchild:LINK:https://www.cve.org/CVERecord?id=CVE-2000-0191::REFERENCE:CVE-2004-2363:DESCRIPTION:Product checks URI for < and other literal characters, but does it before hex decoding the URI, so %3E and other sequences are allowed.:LINK:https://www.cve.org/CVERecord?id=CVE-2004-2363::"
181,CWE-181,Incorrect Behavior Order: Validate Before Filter,"::REFERENCE:CVE-2002-0934:DESCRIPTION:Directory traversal vulnerability allows remote attackers to read or modify arbitrary files via invalid characters between two . (dot) characters, which are filtered and result in a .. sequence.:LINK:https://www.cve.org/CVERecord?id=CVE-2002-0934::REFERENCE:CVE-2003-0282:DESCRIPTION:Directory traversal vulnerability allows attackers to overwrite arbitrary files via invalid characters between two . (dot) characters, which are filtered and result in a .. sequence.:LINK:https://www.cve.org/CVERecord?id=CVE-2003-0282::"
